Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_Actual_Units,EU_Sales_Actual_Units,JP_Sales_Actual_Units,Other_Sales_Actual_Units,Global_Sales_Actual_Units,Critic_Score,Critic_Count,User_Score,User_Count,Average_Score,Developer,Developer_Copied,Rating
FIFA 15,PS3,2014,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,"580,000","3,020,000","40,000","640,000","4,280,000",,,4.5,109,45.0,EA Sports,EA Sports,E
Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,"1,400,000","1,900,000","110,000","640,000","4,050,000",80,80,6.3,2996,63.4,Ubisoft Montreal,Ubisoft Montreal,M
Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,"1,130,000","2,180,000","100,000","630,000","4,040,000",85,83,7.7,1653,77.4,Ubisoft Montreal,Ubisoft Montreal,M
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,"1,190,000","2,070,000","80,000","620,000","3,960,000",70,40,4.9,2050,49.4,"Ubisoft, Ubisoft Montreal","Ubisoft, Ubisoft Montreal",M
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,"680,000","480,000","2,620,000","110,000","3,890,000",86,80,8.7,348,86.8,Capcom,Capcom,T
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0,0.33,3.5,"2,270,000","900,000",0,"330,000","3,500,000",72,59,4.1,1005,42.7,"Ubisoft, Ubisoft Montreal","Ubisoft, Ubisoft Montreal",M
Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0,0.31,3.37,"2,140,000","920,000",0,"310,000","3,370,000",75,11,5.5,1735,55.1,"Bungie Software, Bungie","Bungie Software, Bungie",T
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.91,1,0.03,0.29,3.23,"1,910,000","1,000,000","30,000","290,000","3,230,000",85,69,7.2,1267,72.7,343 Industries,343 Industries,M
The Sims 4,PC,2014,Simulation,Electronic Arts,1,1.82,0,0.23,3.05,"1,000,000","1,820,000",0,"230,000","3,050,000",70,74,3.9,2057,40.1,Maxis,Maxis,T
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,"1,010,000","1,430,000","50,000","470,000","2,960,000",84,85,8.1,1886,81.1,Monolith Productions,Monolith Productions,M
Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,"1,840,000","800,000","40,000","270,000","2,950,000",86,68,6.4,2658,64.5,Respawn Entertainment,Respawn Entertainment,M
FIFA 15,X360,2014,Sports,Electronic Arts,0.79,1.92,0,0.21,2.92,"790,000","1,920,000",0,"210,000","2,920,000",,,4.2,85,42.0,EA Sports,EA Sports,E
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,"1,280,000","980,000","70,000","460,000","2,790,000",80,90,7.9,2944,79.0,Sucker Punch,Sucker Punch,T
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45,"1,470,000","540,000","10,000","430,000","2,450,000",83,50,7,291,71.9,Visual Concepts,Visual Concepts,E
Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.54,0.25,0,0.4,2.19,"1,540,000","250,000",0,"400,000","2,190,000",81,37,6.1,208,64.0,EA Sports,EA Sports,E
FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.42,0,0.16,2.18,"600,000","1,420,000",0,"160,000","2,180,000",82,33,5.4,347,56.4,EA Sports,EA Sports,E
DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.36,1.38,0.02,0.31,2.07,"360,000","1,380,000","20,000","310,000","2,070,000",71,85,6.1,1571,61.5,Evolution Studios,Evolution Studios,E
Madden NFL 15,X360,2014,Sports,Electronic Arts,1.77,0.06,0,0.22,2.05,"1,770,000","60,000",0,"220,000","2,050,000",,,5.5,29,55.0,EA Sports,EA Sports,E
Just Dance 2015,Wii,2014,Misc,Ubisoft,0.99,0.85,0,0.17,2.01,"990,000","850,000",0,"170,000","2,010,000",,,8.4,5,84.0,Ubisoft,Ubisoft,E10+
Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32,2.01,"730,000","880,000","80,000","320,000","2,010,000",89,43,7.4,1984,74.3,BioWare,BioWare,M
Destiny,X360,2014,Shooter,Activision,1.31,0.43,0,0.18,1.92,"1,310,000","430,000",0,"180,000","1,920,000",,,4.7,504,47.0,Bungie,Bungie,T
LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,"660,000","930,000","10,000","310,000","1,910,000",79,78,7.1,506,72.1,Sumo Digital,Sumo Digital,E
Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.83,"610,000","340,000","790,000","90,000","1,830,000",80,68,8.8,206,86.0,HAL Labs,HAL Labs,E
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,"550,000","860,000","110,000","270,000","1,790,000",75,65,7.3,1223,73.1,Tango Gameworks,Tango Gameworks,M
Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.81,0.1,0.27,1.74,"560,000","810,000","100,000","270,000","1,740,000",,,5.1,383,51.0,Ubisoft Montreal,Ubisoft Montreal,M
The Crew,PS4,2014,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,"350,000","1,080,000","30,000","260,000","1,720,000",61,60,5.4,575,54.7,"Ubisoft Reflections, Ivory Tower","Ubisoft Reflections, Ivory Tower",T
NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.37,0.18,0,0.18,1.72,"1,370,000","180,000",0,"180,000","1,720,000",82,9,6.3,101,64.6,Visual Concepts,Visual Concepts,E
Far Cry 4,XOne,2014,Shooter,Ubisoft,0.8,0.69,0.01,0.14,1.63,"800,000","690,000","10,000","140,000","1,630,000",82,15,7.5,383,75.3,Ubisoft Montreal,Ubisoft Montreal,M
NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.35,0.11,0,0.17,1.63,"1,350,000","110,000",0,"170,000","1,630,000",,,3,40,30.0,Visual Concepts,Visual Concepts,E
Destiny,PS3,2014,Shooter,Activision,0.68,0.56,0.12,0.25,1.62,"680,000","560,000","120,000","250,000","1,620,000",,,4.5,445,45.0,Bungie,Bungie,T
Watch Dogs,XOne,2014,Action,Ubisoft,0.9,0.53,0,0.14,1.57,"900,000","530,000",0,"140,000","1,570,000",78,15,5.8,712,58.4,Ubisoft Montreal,Ubisoft Montreal,M
Madden NFL 15,XOne,2014,Sports,Electronic Arts,1.31,0.09,0,0.16,1.57,"1,310,000","90,000",0,"160,000","1,570,000",80,19,6.4,138,65.9,EA Sports,EA Sports,E
Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.24,1.55,"470,000","800,000","30,000","240,000","1,550,000",79,73,8.1,1116,80.9,MachineGames,MachineGames,M
Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,Nintendo,0.7,0.55,0.16,0.12,1.52,"700,000","550,000","160,000","120,000","1,520,000",83,77,8.9,712,88.4,Retro Studios,Retro Studios,E
Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.08,0.11,0,0.27,1.45,"1,080,000","110,000",0,"270,000","1,450,000",,,2.7,13,27.0,EA Sports,EA Sports,E
Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.11,1.4,"500,000","780,000","10,000","110,000","1,400,000",86,85,8.2,977,82.3,Playground Games,Playground Games,E10+
Yoshi's New Island,3DS,2014,Platform,Nintendo,0.48,0.53,0.28,0.09,1.38,"480,000","530,000","280,000","90,000","1,380,000",64,71,6.1,155,61.9,Arzest,Arzest,E
Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.34,0.02,0.13,1.36,"870,000","340,000","20,000","130,000","1,360,000",83,21,5.9,371,60.3,Bluepoint Games,Bluepoint Games,M
Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.73,0.5,0.01,0.12,1.35,"730,000","500,000","10,000","120,000","1,350,000",87,12,8,585,80.1,Monolith Productions,Monolith Productions,M
NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.87,0.21,0.02,0.24,1.34,"870,000","210,000","20,000","240,000","1,340,000",,,3.5,22,35.0,Visual Concepts,Visual Concepts,E
Far Cry 4,PS3,2014,Shooter,Ubisoft,0.34,0.68,0.08,0.19,1.29,"340,000","680,000","80,000","190,000","1,290,000",,,7.3,113,73.0,Ubisoft Montreal,Ubisoft Montreal,M
Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,0.46,0.56,0.06,0.2,1.29,"460,000","560,000","60,000","200,000","1,290,000",72,53,7.5,292,74.5,Ubisoft Sofia,Ubisoft Sofia,M
The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.47,0,0.11,1.27,"690,000","470,000",0,"110,000","1,270,000",69,8,7.2,26,71.3,TT Games,TT Games,E10+
Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.27,"400,000","330,000","400,000","150,000","1,270,000",91,69,8.1,1107,81.6,From Software,From Software,T
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,"450,000","470,000","170,000","180,000","1,270,000",75,70,6.2,1311,62.7,Kojima Productions,Kojima Productions,M
Watch Dogs,X360,2014,Action,Ubisoft,0.72,0.41,0.01,0.11,1.25,"720,000","410,000","10,000","110,000","1,250,000",,,5,332,50.0,Ubisoft Montreal,Ubisoft Montreal,M
Hyrule Warriors,WiiU,2014,Action,Nintendo,0.58,0.42,0.13,0.1,1.23,"580,000","420,000","130,000","100,000","1,230,000",76,81,8.3,662,82.2,Omega Force,Omega Force,T
Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,Nintendo,0.53,0.38,0.19,0.09,1.19,"530,000","380,000","190,000","90,000","1,190,000",81,78,8.6,377,85.1,Nintendo EAD Tokyo,Nintendo EAD Tokyo,E
WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.39,0.57,0,0.19,1.15,"390,000","570,000",0,"190,000","1,150,000",62,44,5.1,164,53.3,Yuke's,Yuke's,T
Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.63,0.4,0,0.1,1.14,"630,000","400,000",0,"100,000","1,140,000",81,89,7.7,1137,77.3,Insomniac Games,Insomniac Games,M
Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.57,0.04,0.17,1.13,"340,000","570,000","40,000","170,000","1,130,000",79,50,8.1,795,80.9,Creative Assembly,Creative Assembly,M
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.51,0.47,0,0.09,1.08,"510,000","470,000",0,"90,000","1,080,000",69,6,7.3,121,72.8,PopCap,PopCap,E10+
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,"460,000","410,000","10,000","170,000","1,050,000",70,57,6.1,279,62.5,EA Sports,EA Sports,T
Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.34,0,0.09,1.01,"580,000","340,000",0,"90,000","1,010,000",72,32,7.3,318,72.9,Ubisoft,Ubisoft,M
Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0.64,0,0.16,1.01,"220,000","640,000",0,"160,000","1,010,000",90,16,8.5,525,85.1,Ubisoft Montpellier,Ubisoft Montpellier,E10+
Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.56,0.28,0,0.09,0.93,"560,000","280,000",0,"90,000","930,000",85,28,6.9,703,69.6,BioWare,BioWare,M
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0,0.15,0.93,"370,000","400,000",0,"150,000","930,000",73,43,7.1,75,71.7,TT Games,TT Games,E10+
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,"330,000","430,000","20,000","150,000","930,000",80,5,6.8,12,71.5,TT Games,TT Games,E10+
South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.43,0.34,0,0.16,0.92,"430,000","340,000",0,"160,000","920,000",85,31,8.5,575,85.0,Obsidian Entertainment,Obsidian Entertainment,M
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.58,0.26,0,0.09,0.92,"580,000","260,000",0,"90,000","920,000",82,33,8.4,363,83.8,Obsidian Entertainment,Obsidian Entertainment,M
Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.37,0,0.08,0.9,"450,000","370,000",0,"80,000","900,000",,,7,109,70.0,Ubisoft Montreal,Ubisoft Montreal,M
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0,0.07,0.9,"320,000","510,000",0,"70,000","900,000",71,64,5.7,2421,57.4,ZeniMax Media,ZeniMax Media,M
Lego Batman 3: Beyond Gotham,X360,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.33,0,0.08,0.89,"480,000","330,000",0,"80,000","890,000",,,6.8,14,68.0,TT Games,TT Games,E10+
The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.34,0.13,0.12,0.84,"260,000","340,000","130,000","120,000","840,000",,,7.6,193,76.0,Tango Gameworks,Tango Gameworks,M
Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.37,0,0.06,0.78,"350,000","370,000",0,"60,000","780,000",,,5.1,116,51.0,"Sumo Digital, Playground Games","Sumo Digital, Playground Games",E10+
WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.29,0,0.13,0.78,"360,000","290,000",0,"130,000","780,000",55,5,3.1,57,32.9,Yuke's,Yuke's,T
Bayonetta 2,WiiU,2014,Action,Nintendo,0.32,0.28,0.1,0.06,0.76,"320,000","280,000","100,000","60,000","760,000",91,80,8.2,1217,82.6,PlatinumGames,PlatinumGames,M
Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,"90,000","450,000","110,000","100,000","750,000",82,56,7.2,386,73.3,Konami,Konami,E
Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.18,0.01,0.07,0.74,"480,000","180,000","10,000","70,000","740,000",91,30,7.9,915,79.4,From Software,From Software,T
Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.28,0,0.12,0.74,"330,000","280,000",0,"120,000","740,000",,,6.7,11,67.0,TT Games,TT Games,E10+
Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.33,0.34,0,0.06,0.73,"330,000","340,000",0,"60,000","730,000",85,45,5.9,3926,59.3,BioWare,BioWare,M
Just Dance 2015,WiiU,2014,Misc,Ubisoft,0.38,0.29,0,0.06,0.73,"380,000","290,000",0,"60,000","730,000",75,6,6.6,26,67.7,Ubisoft,Ubisoft,E10+
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.34,0.07,0.27,0.04,0.72,"340,000","70,000","270,000","40,000","720,000",83,56,8.1,169,81.5,Atlus,Atlus,M
MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,0.58,0,0,0.14,0.72,"580,000",0,0,"140,000","720,000",83,17,7.7,205,77.5,SCEA San Diego Studios,SCEA San Diego Studios,E
Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,0.46,0.19,0.01,0.07,0.72,"460,000","190,000","10,000","70,000","720,000",74,16,6.4,161,64.9,2K Australia,2K Australia,M
Skylanders: Trap Team,WiiU,2014,Action,Activision,0.38,0.26,0,0.06,0.7,"380,000","260,000",0,"60,000","700,000",86,4,7.1,18,73.7,Toys for Bob,Toys for Bob,E10+
The LEGO Movie Videogame,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.31,0.05,0.05,0.69,"280,000","310,000","50,000","50,000","690,000",,,5.4,13,54.0,TT Games,TT Games,E10+
Plants vs. Zombies: Garden Warfare,XOne,2014,Shooter,Electronic Arts,0.39,0.23,0,0.06,0.69,"390,000","230,000",0,"60,000","690,000",76,65,7.4,438,74.3,PopCap,PopCap,E10+
Sniper Elite 3,PS4,2014,Shooter,505 Games,0.24,0.34,0,0.11,0.68,"240,000","340,000",0,"110,000","680,000",67,41,7.1,178,70.3,Rebellion,Rebellion,M
Wolfenstein: The New Order,XOne,2014,Shooter,Bethesda Softworks,0.34,0.28,0,0.06,0.68,"340,000","280,000",0,"60,000","680,000",79,18,7.8,397,78.0,MachineGames,MachineGames,M
The Evil Within,XOne,2014,Action,Bethesda Softworks,0.35,0.25,0,0.06,0.67,"350,000","250,000",0,"60,000","670,000",79,24,7.3,430,73.3,Tango Gameworks,Tango Gameworks,M
The LEGO Movie Videogame,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,"240,000","310,000","10,000","110,000","670,000",71,31,7.1,98,71.0,TT Games,TT Games,E10+
Skylanders: Trap Team,PS3,2014,Action,Activision,0.26,0.3,0,0.11,0.66,"260,000","300,000",0,"110,000","660,000",,,7,5,70.0,Toys for Bob,Toys for Bob,E10+
Plants vs. Zombies: Garden Warfare,PS3,2014,Shooter,Electronic Arts,0.22,0.32,0.01,0.11,0.66,"220,000","320,000","10,000","110,000","660,000",,,7.8,24,78.0,PopCap,PopCap,E10+
Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,"150,000","100,000","320,000","80,000","650,000",73,39,8.3,265,81.7,"Dimps Corporation, SCE Japan Studio","Dimps Corporation, SCE Japan Studio",T
Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.32,0.16,0.01,0.15,0.64,"320,000","160,000","10,000","150,000","640,000",64,31,7.6,358,75.0,Iron Galaxy Studios,Iron Galaxy Studios,M
The LEGO Movie Videogame,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.23,0.03,0.05,0.64,"330,000","230,000","30,000","50,000","640,000",68,5,7.7,25,75.5,TT Games,TT Games,E10+
WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.2,0,0.06,0.64,"380,000","200,000",0,"60,000","640,000",50,5,4,65,40.7,Yuke's,Yuke's,T
The Crew,XOne,2014,Racing,Ubisoft,0.25,0.34,0,0.05,0.64,"250,000","340,000",0,"50,000","640,000",64,18,5.9,176,59.5,"Ubisoft Reflections, Ivory Tower","Ubisoft Reflections, Ivory Tower",T
LittleBigPlanet 3,PS3,2014,Platform,Sony Computer Entertainment,0.2,0.33,0.01,0.1,0.63,"200,000","330,000","10,000","100,000","630,000",,,7.2,64,72.0,Sumo Digital,Sumo Digital,E
Far Cry 4,PC,2014,Shooter,Ubisoft,0.15,0.44,0,0.04,0.63,"150,000","440,000",0,"40,000","630,000",80,17,6.7,1064,67.2,Ubisoft Montreal,Ubisoft Montreal,M
2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,0.15,0.36,0.01,0.09,0.61,"150,000","360,000","10,000","90,000","610,000",73,33,4.3,87,51.3,EA Canada,EA Canada,E
Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,0.21,0.29,0.01,0.1,0.61,"210,000","290,000","10,000","100,000","610,000",75,23,7.6,259,75.9,PopCap,PopCap,E10+
Borderlands: The Pre-Sequel,PS3,2014,Shooter,Take-Two Interactive,0.26,0.21,0.05,0.1,0.61,"260,000","210,000","50,000","100,000","610,000",77,24,6.3,130,65.2,2K Australia,2K Australia,M
Just Dance 2015,X360,2014,Misc,Ubisoft,0.42,0.13,0,0.06,0.6,"420,000","130,000",0,"60,000","600,000",,,8.3,6,83.0,Ubisoft,Ubisoft,E10+
Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,0.3,0.23,0.02,0.05,0.6,"300,000","230,000","20,000","50,000","600,000",60,53,5.1,144,53.4,Microsoft Game Studios,Microsoft Game Studios,E10+
LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.38,0,0.09,0.6,"130,000","380,000",0,"90,000","600,000",72,47,6.6,88,68.1,TT Games,TT Games,E10+
NHL 15,PS4,2014,Sports,Electronic Arts,0.31,0.19,0,0.1,0.6,"310,000","190,000",0,"100,000","600,000",60,28,3.6,306,38.0,EA Sports,EA Sports,E10+
Dragon Age: Inquisition,PS3,2014,Role-Playing,Electronic Arts,0.27,0.18,0.05,0.09,0.6,"270,000","180,000","50,000","90,000","600,000",,,5.2,242,52.0,BioWare,BioWare,M
FIFA 15,PSV,2014,Sports,Electronic Arts,0.08,0.35,0.05,0.12,0.59,"80,000","350,000","50,000","120,000","590,000",,,3.1,42,31.0,EA Sports,EA Sports,E
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,"140,000","120,000","270,000","50,000","590,000",66,5,5.9,242,59.1,Kojima Productions,Kojima Productions,M
Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,0.1,0.2,0.22,0.06,0.58,"100,000","200,000","220,000","60,000","580,000",,,7.8,34,78.0,Konami,Konami,E
WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.29,0.23,0,0.05,0.57,"290,000","230,000",0,"50,000","570,000",56,25,5.7,63,56.7,Yuke's,Yuke's,T
Titanfall,PC,2014,Shooter,Electronic Arts,0.22,0.3,0,0.04,0.56,"220,000","300,000",0,"40,000","560,000",86,29,6.2,1727,62.4,Respawn Entertainment,Respawn Entertainment,M
Middle-Earth: Shadow of Mordor,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0.01,0.09,0.56,"200,000","260,000","10,000","90,000","560,000",,,3.4,100,34.0,Behaviour Interactive,Behaviour Interactive,M
FIFA 15,Wii,2014,Sports,Electronic Arts,0.15,0.37,0,0.04,0.56,"150,000","370,000",0,"40,000","560,000",,,4.3,12,43.0,EA Sports,EA Sports,E
Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.18,0.33,0,0.04,0.55,"180,000","330,000",0,"40,000","550,000",70,10,3,1463,30.3,"Ubisoft, Ubisoft Montreal","Ubisoft, Ubisoft Montreal",M
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,"160,000","70,000","280,000","20,000","540,000",69,57,7,87,69.6,Racjin,Racjin,E10+
Just Dance 2015,XOne,2014,Misc,Ubisoft,0.35,0.13,0,0.05,0.53,"350,000","130,000",0,"50,000","530,000",70,17,7.5,20,72.7,Ubisoft,Ubisoft,E10+
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0,0.05,0.53,"350,000","130,000",0,"50,000","530,000",69,18,6.9,49,69.0,TT Games,TT Games,E10+
Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.36,0.12,0,0.05,0.53,"360,000","120,000",0,"50,000","530,000",,,5.1,235,51.0,BioWare,BioWare,M
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,"180,000","240,000","20,000","80,000","520,000",68,45,6.6,425,66.2,"City Interactive, Deck 13","City Interactive, Deck 13",M
Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0,0.04,0.51,"220,000","240,000",0,"40,000","510,000",78,24,7.8,314,78.0,Creative Assembly,Creative Assembly,M
Middle-Earth: Shadow of Mordor,X360,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.16,0,0.04,0.49,"280,000","160,000",0,"40,000","490,000",,,4.6,77,46.0,Behaviour Interactive,Behaviour Interactive,M
Pokemon Art Academy,3DS,2014,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,"180,000","120,000","160,000","30,000","490,000",76,22,7.7,19,76.5,Headstrong Games,Headstrong Games,E
Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0.15,0.13,0.17,0.03,0.48,"150,000","130,000","170,000","30,000","480,000",78,73,8.2,76,80.0,Camelot Software Planning,Camelot Software Planning,E
World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,0.08,0.36,0,0.03,0.47,"80,000","360,000",0,"30,000","470,000",87,49,5.9,1154,60.1,Blizzard Entertainment,Blizzard Entertainment,T
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0,0.04,0.47,"300,000","120,000",0,"40,000","470,000",70,23,6.3,152,63.9,EA Sports,EA Sports,T
The Evil Within,X360,2014,Action,Bethesda Softworks,0.25,0.16,0.01,0.04,0.46,"250,000","160,000","10,000","40,000","460,000",,,7.6,172,76.0,Tango Gameworks,Tango Gameworks,M
LEGO The Hobbit,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.27,0,0.07,0.46,"120,000","270,000",0,"70,000","460,000",,,7,10,70.0,TT Games,TT Games,E10+
FIFA 15,3DS,2014,Sports,Electronic Arts,0.09,0.34,0,0.03,0.45,"90,000","340,000",0,"30,000","450,000",,,2.4,35,24.0,EA Sports,EA Sports,E
LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.21,0,0.04,0.45,"200,000","210,000",0,"40,000","450,000",70,4,8.7,11,82.5,TT Games,TT Games,E10+
NHL 15,X360,2014,Sports,Electronic Arts,0.35,0.05,0,0.05,0.45,"350,000","50,000",0,"50,000","450,000",,,2.8,47,28.0,EA Sports,EA Sports,E10+
Lego Batman 3: Beyond Gotham,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.21,0.2,0,0.04,0.45,"210,000","200,000",0,"40,000","450,000",,,6.4,7,64.0,TT Games,TT Games,E10+
Lego Batman 3: Beyond Gotham,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0,0.04,0.45,"210,000","210,000",0,"40,000","450,000",,,7,20,70.0,TT Games,TT Games,E10+
Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.13,0.29,0,0.03,0.45,"130,000","290,000",0,"30,000","450,000",81,23,8.2,1647,82.0,MachineGames,MachineGames,M
Watch Dogs,PC,2014,Action,Ubisoft,0.15,0.26,0,0.03,0.45,"150,000","260,000",0,"30,000","450,000",77,18,4.7,3288,47.2,Ubisoft Montreal,Ubisoft Montreal,M
Wolfenstein: The New Order,PS3,2014,Shooter,Bethesda Softworks,0.14,0.21,0.02,0.07,0.44,"140,000","210,000","20,000","70,000","440,000",,,7.1,115,71.0,MachineGames,MachineGames,M
Skylanders: Trap Team,PS4,2014,Action,Activision,0.19,0.18,0,0.07,0.44,"190,000","180,000",0,"70,000","440,000",78,46,5.6,32,69.0,Toys for Bob,Toys for Bob,E10+
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,"150,000","140,000","90,000","60,000","430,000",73,26,7.5,100,74.6,CyberConnect2,CyberConnect2,T
